ticker,metric,concept,period_type,start,end,value,unit,fy,fp,form,frame
CPRT,goodwill,Goodwill,INSTANT,,2024-07-31,513909000.0,USD,2025.0,FY,10-K,CY2024Q2I
CPRT,goodwill,Goodwill,INSTANT,,2024-10-31,514483000.0,USD,2025.0,Q1,10-Q,CY2024Q3I
CPRT,goodwill,Goodwill,INSTANT,,2025-01-31,509670000.0,USD,2025.0,Q2,10-Q,CY2024Q4I
CPRT,goodwill,Goodwill,INSTANT,,2025-04-30,518600000.0,USD,2025.0,Q3,10-Q,CY2025Q1I
CPRT,goodwill,Goodwill,INSTANT,,2025-07-31,517779000.0,USD,2026.0,Q3,10-Q,CY2025Q2I
CPRT,goodwill,Goodwill,INSTANT,,2025-10-31,518756000.0,USD,2026.0,Q1,10-Q,CY2025Q3I
CPRT,goodwill,Goodwill,INSTANT,,2026-01-31,523473000.0,USD,2026.0,Q2,10-Q,CY2025Q4I
CPRT,goodwill,Goodwill,INSTANT,,2026-04-30,522703000.0,USD,2026.0,Q3,10-Q,CY2026Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2010-07-31,573514000.0,USD,2011.0,FY,10-K/A,CY2010Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2010-10-31,574880000.0,USD,2011.0,Q1,10-Q,CY2010Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2011-01-31,575686000.0,USD,2011.0,Q2,10-Q,CY2010Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2011-04-30,598968000.0,USD,2011.0,Q3,10-Q,CY2011Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2011-07-31,600388000.0,USD,2012.0,FY,10-K,CY2011Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2011-10-31,594851000.0,USD,2012.0,Q1,10-Q,CY2011Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2012-01-31,568816000.0,USD,2012.0,Q2,10-Q,CY2011Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2012-04-30,574732000.0,USD,2012.0,Q3,10-Q,CY2012Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2012-07-31,587163000.0,USD,2013.0,FY,10-K,CY2012Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2012-10-31,625043000.0,USD,2013.0,Q1,10-Q,CY2012Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2013-01-31,657424000.0,USD,2013.0,Q2,10-Q,CY2012Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2013-04-30,676698000.0,USD,2013.0,Q3,10-Q,CY2013Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2013-07-31,677517000.0,USD,2014.0,FY,10-K,CY2013Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2013-10-31,692398000.0,USD,2014.0,Q1,10-Q,CY2013Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2014-01-31,707379000.0,USD,2014.0,Q2,10-Q,CY2013Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2014-04-30,685564000.0,USD,2014.0,Q3,10-Q,CY2014Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2014-07-31,692383000.0,USD,2015.0,FY,10-K,CY2014Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2014-10-31,691981000.0,USD,2015.0,Q1,10-Q,CY2014Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2015-01-31,688244000.0,USD,2015.0,Q2,10-Q,CY2014Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2015-04-30,683956000.0,USD,2015.0,Q3,10-Q,CY2015Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2015-07-31,700402000.0,USD,2016.0,FY,10-K,CY2015Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2015-10-31,705590000.0,USD,2016.0,Q1,10-Q,CY2015Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2016-01-31,744224000.0,USD,2016.0,Q2,10-Q,CY2015Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2016-04-30,806973000.0,USD,2016.0,Q3,10-Q,CY2016Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2016-07-31,816791000.0,USD,2017.0,FY,10-K,CY2016Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2016-10-31,840587000.0,USD,2017.0,Q1,10-Q,CY2016Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2017-01-31,882256000.0,USD,2017.0,Q2,10-Q,CY2016Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2017-04-30,913303000.0,USD,2017.0,Q3,10-Q,CY2017Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2017-07-31,944056000.0,USD,2018.0,FY,10-K,CY2017Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2017-10-31,959716000.0,USD,2018.0,Q1,10-Q,CY2017Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2018-01-31,1024564000.0,USD,2018.0,Q2,10-Q,CY2017Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2018-04-30,1087910000.0,USD,2018.0,Q3,10-Q,CY2018Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2018-07-31,1163425000.0,USD,2019.0,FY,10-K,CY2018Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2018-10-31,1188088000.0,USD,2019.0,Q1,10-Q,CY2018Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2019-01-31,1237117000.0,USD,2019.0,Q2,10-Q,CY2018Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2019-04-30,1340692000.0,USD,2019.0,Q3,10-Q,CY2019Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2019-07-31,1427726000.0,USD,2020.0,FY,10-K,CY2019Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2019-10-31,1545714000.0,USD,2020.0,Q1,10-Q,CY2019Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2020-01-31,1789326000.0,USD,2020.0,Q2,10-Q,CY2019Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2020-04-30,1838297000.0,USD,2020.0,Q3,10-Q,CY2020Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2020-07-31,1941719000.0,USD,2021.0,FY,10-K,CY2020Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2020-10-31,2072059000.0,USD,2021.0,Q1,10-Q,CY2020Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2021-01-31,2175346000.0,USD,2021.0,Q2,10-Q,CY2020Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2021-04-30,2227531000.0,USD,2021.0,Q3,10-Q,CY2021Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2021-07-31,2296624000.0,USD,2022.0,FY,10-K,CY2021Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2021-10-31,2318701000.0,USD,2022.0,Q1,10-Q,CY2021Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2022-01-31,2376013000.0,USD,2022.0,Q2,10-Q,CY2021Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2022-04-30,2402809000.0,USD,2022.0,Q3,10-Q,CY2022Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2022-07-31,2485764000.0,USD,2023.0,FY,10-K,CY2022Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2022-10-31,2582481000.0,USD,2023.0,Q1,10-Q,CY2022Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2023-01-31,2656273000.0,USD,2023.0,Q2,10-Q,CY2022Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2023-04-30,2710933000.0,USD,2023.0,Q3,10-Q,CY2023Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2023-07-31,2844339000.0,USD,2024.0,FY,10-K,CY2023Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2023-10-31,2943537000.0,USD,2024.0,Q1,10-Q,CY2023Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2024-01-31,3042711000.0,USD,2024.0,Q2,10-Q,CY2023Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2024-04-30,3073090000.0,USD,2024.0,Q3,10-Q,CY2024Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2024-07-31,3175838000.0,USD,2025.0,FY,10-K,CY2024Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2024-10-31,3363155000.0,USD,2025.0,Q1,10-Q,CY2024Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2025-01-31,3462768000.0,USD,2025.0,Q2,10-Q,CY2024Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2025-04-30,3569267000.0,USD,2025.0,Q3,10-Q,CY2025Q1I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2025-07-31,3598093000.0,USD,2026.0,Q3,10-Q,CY2025Q2I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2025-10-31,3650424000.0,USD,2026.0,Q1,10-Q,CY2025Q3I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2026-01-31,3693890000.0,USD,2026.0,Q2,10-Q,CY2025Q4I
CPRT,ppe_net,PropertyPlantAndEquipmentNet,INSTANT,,2026-04-30,3715922000.0,USD,2026.0,Q3,10-Q,CY2026Q1I
CPRT,total_assets,Assets,INSTANT,,2010-07-31,1228812000.0,USD,2011.0,FY,10-K/A,CY2010Q2I
CPRT,total_assets,Assets,INSTANT,,2010-10-31,1210147000.0,USD,2011.0,Q1,10-Q,CY2010Q3I
CPRT,total_assets,Assets,INSTANT,,2011-01-31,1188411000.0,USD,2011.0,Q2,10-Q,CY2010Q4I
CPRT,total_assets,Assets,INSTANT,,2011-04-30,1191312000.0,USD,2011.0,Q3,10-Q,CY2011Q1I
CPRT,total_assets,Assets,INSTANT,,2011-07-31,1084436000.0,USD,2012.0,FY,10-K,CY2011Q2I
CPRT,total_assets,Assets,INSTANT,,2011-10-31,1225884000.0,USD,2012.0,Q1,10-Q,CY2011Q3I
CPRT,total_assets,Assets,INSTANT,,2012-01-31,1139658000.0,USD,2012.0,Q2,10-Q,CY2011Q4I
CPRT,total_assets,Assets,INSTANT,,2012-04-30,1204763000.0,USD,2012.0,Q3,10-Q,CY2012Q1I
CPRT,total_assets,Assets,INSTANT,,2012-07-31,1154000000.0,USD,2013.0,FY,10-K,CY2012Q2I
CPRT,total_assets,Assets,INSTANT,,2012-10-31,1214526000.0,USD,2013.0,Q1,10-Q,CY2012Q3I
CPRT,total_assets,Assets,INSTANT,,2013-01-31,1253946000.0,USD,2013.0,Q2,10-Q,CY2012Q4I
CPRT,total_assets,Assets,INSTANT,,2013-04-30,1298682000.0,USD,2013.0,Q3,10-Q,CY2013Q1I
CPRT,total_assets,Assets,INSTANT,,2013-07-31,1334481000.0,USD,2014.0,FY,10-K,CY2013Q2I
CPRT,total_assets,Assets,INSTANT,,2013-10-31,1397388000.0,USD,2014.0,Q1,10-Q,CY2013Q3I
CPRT,total_assets,Assets,INSTANT,,2014-01-31,1438493000.0,USD,2014.0,Q2,10-Q,CY2013Q4I
CPRT,total_assets,Assets,INSTANT,,2014-04-30,1476672000.0,USD,2014.0,Q3,10-Q,CY2014Q1I
CPRT,total_assets,Assets,INSTANT,,2014-07-31,1506121000.0,USD,2016.0,FY,10-K,CY2014Q2I
CPRT,total_assets,Assets,INSTANT,,2014-10-31,1536586000.0,USD,2015.0,Q1,10-Q,CY2014Q3I
CPRT,total_assets,Assets,INSTANT,,2015-01-31,1952071000.0,USD,2015.0,Q2,10-Q,CY2014Q4I
CPRT,total_assets,Assets,INSTANT,,2015-04-30,2002977000.0,USD,2015.0,Q3,10-Q,CY2015Q1I
CPRT,total_assets,Assets,INSTANT,,2015-07-31,1798660000.0,USD,2017.0,FY,10-K,CY2015Q2I
CPRT,total_assets,Assets,INSTANT,,2015-10-31,1855764000.0,USD,2016.0,Q1,10-Q,CY2015Q3I
CPRT,total_assets,Assets,INSTANT,,2016-01-31,1604364000.0,USD,2016.0,Q2,10-Q,CY2015Q4I
CPRT,total_assets,Assets,INSTANT,,2016-04-30,1624135000.0,USD,2016.0,Q3,10-Q,CY2016Q1I
CPRT,total_assets,Assets,INSTANT,,2016-07-31,1649820000.0,USD,2018.0,FY,10-K,CY2016Q2I
CPRT,total_assets,Assets,INSTANT,,2016-10-31,1770396000.0,USD,2017.0,Q1,10-Q,CY2016Q3I
CPRT,total_assets,Assets,INSTANT,,2017-01-31,1841241000.0,USD,2017.0,Q2,10-Q,CY2016Q4I
CPRT,total_assets,Assets,INSTANT,,2017-04-30,1811686000.0,USD,2017.0,Q3,10-Q,CY2017Q1I
CPRT,total_assets,Assets,INSTANT,,2017-07-31,1982501000.0,USD,2019.0,FY,10-K,CY2017Q2I
CPRT,total_assets,Assets,INSTANT,,2017-10-31,2062670000.0,USD,2018.0,Q1,10-Q,CY2017Q3I
CPRT,total_assets,Assets,INSTANT,,2018-01-31,2143541000.0,USD,2018.0,Q2,10-Q,CY2017Q4I
CPRT,total_assets,Assets,INSTANT,,2018-04-30,2165193000.0,USD,2018.0,Q3,10-Q,CY2018Q1I
CPRT,total_assets,Assets,INSTANT,,2018-07-31,2307698000.0,USD,2020.0,FY,10-K,CY2018Q2I
CPRT,total_assets,Assets,INSTANT,,2018-10-31,2381788000.0,USD,2019.0,Q1,10-Q,CY2018Q3I
CPRT,total_assets,Assets,INSTANT,,2019-01-31,2296905000.0,USD,2019.0,Q2,10-Q,CY2018Q4I
CPRT,total_assets,Assets,INSTANT,,2019-04-30,2391763000.0,USD,2019.0,Q3,10-Q,CY2019Q1I
CPRT,total_assets,Assets,INSTANT,,2019-07-31,2547617000.0,USD,2021.0,FY,10-K,CY2019Q2I
CPRT,total_assets,Assets,INSTANT,,2019-10-31,2855939000.0,USD,2020.0,Q1,10-Q,CY2019Q3I
CPRT,total_assets,Assets,INSTANT,,2020-01-31,3048605000.0,USD,2020.0,Q2,10-Q,CY2019Q4I
CPRT,total_assets,Assets,INSTANT,,2020-04-30,3161583000.0,USD,2020.0,Q3,10-Q,CY2020Q1I
CPRT,total_assets,Assets,INSTANT,,2020-07-31,3455261000.0,USD,2021.0,FY,10-K,CY2020Q2I
CPRT,total_assets,Assets,INSTANT,,2020-10-31,3741188000.0,USD,2021.0,Q1,10-Q,CY2020Q3I
CPRT,total_assets,Assets,INSTANT,,2021-01-31,3934438000.0,USD,2021.0,Q2,10-Q,CY2020Q4I
CPRT,total_assets,Assets,INSTANT,,2021-04-30,4281946000.0,USD,2021.0,Q3,10-Q,CY2021Q1I
CPRT,total_assets,Assets,INSTANT,,2021-07-31,4562143000.0,USD,2022.0,FY,10-K,CY2021Q2I
CPRT,total_assets,Assets,INSTANT,,2021-10-31,4918852000.0,USD,2022.0,Q1,10-Q,CY2021Q3I
CPRT,total_assets,Assets,INSTANT,,2022-01-31,5136956000.0,USD,2022.0,Q2,10-Q,CY2021Q4I
CPRT,total_assets,Assets,INSTANT,,2022-04-30,5443874000.0,USD,2022.0,Q3,10-Q,CY2022Q1I
CPRT,total_assets,Assets,INSTANT,,2022-07-31,5308864000.0,USD,2024.0,FY,10-K,CY2022Q2I
CPRT,total_assets,Assets,INSTANT,,2022-10-31,5593677000.0,USD,2023.0,Q1,10-Q,CY2022Q3I
CPRT,total_assets,Assets,INSTANT,,2023-01-31,5932408000.0,USD,2023.0,Q2,10-Q,CY2022Q4I
CPRT,total_assets,Assets,INSTANT,,2023-04-30,6349805000.0,USD,2023.0,Q3,10-Q,CY2023Q1I
CPRT,total_assets,Assets,INSTANT,,2023-07-31,6737879000.0,USD,2025.0,FY,10-K,CY2023Q2I
CPRT,total_assets,Assets,INSTANT,,2023-10-31,7333786000.0,USD,2024.0,Q1,10-Q,CY2023Q3I
CPRT,total_assets,Assets,INSTANT,,2024-01-31,7598520000.0,USD,2024.0,Q2,10-Q,CY2023Q4I
CPRT,total_assets,Assets,INSTANT,,2024-04-30,8010632000.0,USD,2024.0,Q3,10-Q,CY2024Q1I
CPRT,total_assets,Assets,INSTANT,,2024-07-31,8427764000.0,USD,2025.0,FY,10-K,CY2024Q2I
CPRT,total_assets,Assets,INSTANT,,2024-10-31,8869487000.0,USD,2025.0,Q1,10-Q,CY2024Q3I
CPRT,total_assets,Assets,INSTANT,,2025-01-31,9187347000.0,USD,2025.0,Q2,10-Q,CY2024Q4I
CPRT,total_assets,Assets,INSTANT,,2025-04-30,9672222000.0,USD,2025.0,Q3,10-Q,CY2025Q1I
CPRT,total_assets,Assets,INSTANT,,2025-07-31,10090902000.0,USD,2026.0,Q3,10-Q,CY2025Q2I
CPRT,total_assets,Assets,INSTANT,,2025-10-31,10581014000.0,USD,2026.0,Q1,10-Q,CY2025Q3I
CPRT,total_assets,Assets,INSTANT,,2026-01-31,10594962000.0,USD,2026.0,Q2,10-Q,CY2025Q4I
CPRT,total_assets,Assets,INSTANT,,2026-04-30,9649036000.0,USD,2026.0,Q3,10-Q,CY2026Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2010-07-31,141578000.0,USD,2011.0,FY,10-K/A,CY2010Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2010-10-31,151118000.0,USD,2011.0,Q1,10-Q,CY2010Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2011-01-31,547077000.0,USD,2011.0,Q2,10-Q,CY2010Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2011-04-30,544970000.0,USD,2011.0,Q3,10-Q,CY2011Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2011-07-31,529264000.0,USD,2012.0,FY,10-K,CY2011Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2011-10-31,671039000.0,USD,2012.0,Q1,10-Q,CY2011Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2012-01-31,632286000.0,USD,2012.0,Q2,10-Q,CY2011Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2012-04-30,626031000.0,USD,2012.0,Q3,10-Q,CY2012Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2012-07-31,592883000.0,USD,2013.0,FY,10-K,CY2012Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2012-10-31,605655000.0,USD,2013.0,Q1,10-Q,CY2012Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2013-01-31,586443000.0,USD,2013.0,Q2,10-Q,CY2012Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2013-04-30,574288000.0,USD,2013.0,Q3,10-Q,CY2013Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2013-07-31,572080000.0,USD,2014.0,FY,10-K,CY2013Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2013-10-31,574741000.0,USD,2014.0,Q1,10-Q,CY2013Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2014-01-31,557769000.0,USD,2014.0,Q2,10-Q,CY2013Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2014-04-30,536911000.0,USD,2014.0,Q3,10-Q,CY2014Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2014-07-31,503305000.0,USD,2015.0,FY,10-K,CY2014Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2014-10-31,499155000.0,USD,2015.0,Q1,10-Q,CY2014Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2015-01-31,878834000.0,USD,2015.0,Q2,10-Q,CY2014Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2015-04-30,867009000.0,USD,2015.0,Q3,10-Q,CY2015Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2015-07-31,834196000.0,USD,2016.0,FY,10-K,CY2015Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2015-10-31,839219000.0,USD,2016.0,Q1,10-Q,CY2015Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2016-01-31,872964000.0,USD,2016.0,Q2,10-Q,CY2015Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2016-04-30,907608000.0,USD,2016.0,Q3,10-Q,CY2016Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2016-07-31,875364000.0,USD,2017.0,FY,10-K,CY2016Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2016-10-31,962989000.0,USD,2017.0,Q1,10-Q,CY2016Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2017-01-31,945538000.0,USD,2017.0,Q2,10-Q,CY2016Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2017-04-30,805357000.0,USD,2017.0,Q3,10-Q,CY2017Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2017-07-31,883901000.0,USD,2018.0,FY,10-K,CY2017Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2017-10-31,873761000.0,USD,2018.0,Q1,10-Q,CY2017Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2018-01-31,811750000.0,USD,2018.0,Q2,10-Q,CY2017Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2018-04-30,704381000.0,USD,2018.0,Q3,10-Q,CY2018Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2018-07-31,726599000.0,USD,2019.0,FY,10-K,CY2018Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2018-10-31,710028000.0,USD,2019.0,Q1,10-Q,CY2018Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2019-01-31,836952000.0,USD,2019.0,Q2,10-Q,CY2018Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2019-04-30,772911000.0,USD,2019.0,Q3,10-Q,CY2019Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2019-07-31,769236000.0,USD,2020.0,FY,10-K,CY2019Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2019-10-31,929340000.0,USD,2020.0,Q1,10-Q,CY2019Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2020-01-31,923876000.0,USD,2020.0,Q2,10-Q,CY2019Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2020-04-30,880572000.0,USD,2020.0,Q3,10-Q,CY2020Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2020-07-31,965745000.0,USD,2021.0,FY,10-K,CY2020Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2020-10-31,1030355000.0,USD,2021.0,Q1,10-Q,CY2020Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2021-01-31,991846000.0,USD,2021.0,Q2,10-Q,CY2020Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2021-04-30,1032569000.0,USD,2021.0,Q3,10-Q,CY2021Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2021-07-31,1032942000.0,USD,2022.0,FY,10-K,CY2021Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2021-10-31,1125031000.0,USD,2022.0,Q1,10-Q,CY2021Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2022-01-31,1047100000.0,USD,2022.0,Q2,10-Q,CY2021Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2022-04-30,1090820000.0,USD,2022.0,Q3,10-Q,CY2022Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2022-07-31,683265000.0,USD,2023.0,FY,10-K,CY2022Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2022-10-31,740843000.0,USD,2023.0,Q1,10-Q,CY2022Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2023-01-31,718756000.0,USD,2023.0,Q2,10-Q,CY2022Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2023-04-30,757383000.0,USD,2023.0,Q3,10-Q,CY2023Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2023-07-31,750439000.0,USD,2024.0,FY,10-K,CY2023Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2023-10-31,897147000.0,USD,2024.0,Q1,10-Q,CY2023Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2024-01-31,785806000.0,USD,2024.0,Q2,10-Q,CY2023Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2024-04-30,814446000.0,USD,2024.0,Q3,10-Q,CY2024Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2024-07-31,879209000.0,USD,2025.0,FY,10-K,CY2024Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2024-10-31,949541000.0,USD,2025.0,Q1,10-Q,CY2024Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2025-01-31,863315000.0,USD,2025.0,Q2,10-Q,CY2024Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2025-04-30,869525000.0,USD,2025.0,Q3,10-Q,CY2025Q1I
CPRT,total_liabilities,Liabilities,INSTANT,,2025-07-31,883411000.0,USD,2026.0,Q3,10-Q,CY2025Q2I
CPRT,total_liabilities,Liabilities,INSTANT,,2025-10-31,961903000.0,USD,2026.0,Q1,10-Q,CY2025Q3I
CPRT,total_liabilities,Liabilities,INSTANT,,2026-01-31,787728000.0,USD,2026.0,Q2,10-Q,CY2025Q4I
CPRT,total_liabilities,Liabilities,INSTANT,,2026-04-30,857591000.0,USD,2026.0,Q3,10-Q,CY2026Q1I
PGR,equity,StockholdersEquity,INSTANT,,2007-12-31,4935500000.0,USD,2009.0,FY,10-K,CY2007Q4I
PGR,equity,StockholdersEquity,INSTANT,,2008-06-30,4805500000.0,USD,2009.0,Q2,10-Q,CY2008Q2I
PGR,equity,StockholdersEquity,INSTANT,,2008-09-30,4260600000.0,USD,2009.0,Q3,10-Q,CY2008Q3I
PGR,equity,StockholdersEquity,INSTANT,,2008-12-31,4215300000.0,USD,2010.0,FY,10-K,CY2008Q4I
PGR,equity,StockholdersEquity,INSTANT,,2009-03-31,4303300000.0,USD,2010.0,Q1,10-Q,CY2009Q1I
PGR,equity,StockholdersEquity,INSTANT,,2009-06-30,4925000000.0,USD,2010.0,Q2,10-Q,CY2009Q2I
PGR,equity,StockholdersEquity,INSTANT,,2009-09-30,5496400000.0,USD,2010.0,Q3,10-Q,CY2009Q3I
PGR,equity,StockholdersEquity,INSTANT,,2009-12-31,5748600000.0,USD,2011.0,FY,10-K,CY2009Q4I
PGR,equity,StockholdersEquity,INSTANT,,2010-03-31,6211500000.0,USD,2011.0,Q1,10-Q,CY2010Q1I
PGR,equity,StockholdersEquity,INSTANT,,2010-06-30,6304600000.0,USD,2011.0,Q2,10-Q,CY2010Q2I
PGR,equity,StockholdersEquity,INSTANT,,2010-09-30,6713200000.0,USD,2011.0,Q3,10-Q,CY2010Q3I
PGR,equity,StockholdersEquity,INSTANT,,2010-12-31,6048900000.0,USD,2012.0,FY,10-K,CY2010Q4I
