lag,rsquared,rsquared_adj,n,const,beta_scissors,beta_trend_per_year,pvalue_scissors,pvalue_trend,resid_std,trend_origin,band_95,last_published_actual
3,0.6560359012676488,0.6285187733690607,28,18.58472302029533,0.06184986224481316,0.3962406452819794,0.00020020605437083067,0.0006496825037792961,1.058321964682448,2018-03-31,2.07,2026-06-30
