exposure_growth_pct,annual_claim_frequency_change_pct,starting_tlf_pct,ending_tlf_pct,years,volume_index,break_even_ending_tlf_pct
1,-5.0,22,22.0,5,81.32515418882998,27.051900754984008
1,-5.0,22,25.0,5,92.41494794185225,27.051900754984008
1,-5.0,22,28.000000000000004,5,103.50474169487453,27.051900754984008
1,-2.5,22,22.0,5,92.60404288205311,23.757062127428622
1,-2.5,22,25.0,5,105.23186691142396,23.757062127428622
1,-2.5,22,28.000000000000004,5,117.85969094079485,23.757062127428622
1,0.0,22,22.0,5,105.10100501000001,20.93224512734847
1,0.0,22,25.0,5,119.43296023863637,20.93224512734847
1,0.0,22,28.000000000000004,5,133.76491546727274,20.93224512734847
