progressive_starting_weight_pct,progressive_allocation_retained_pct,other_book_growth_proxy_pct,volume_index
10.0,50.0,2.804737947153657,97.96528020355252
10.0,75.0,2.804737947153657,100.68578822910963
10.0,100.0,2.804737947153657,103.40629625466676
25.0,50.0,2.804737947153657,90.70609358815081
25.0,75.0,2.804737947153657,97.5073636520436
25.0,100.0,2.804737947153657,104.30863371593637
40.0,50.0,2.804737947153657,83.4469069727491
40.0,75.0,2.804737947153657,94.32893907497755
40.0,100.0,2.804737947153657,105.21097117720602
